"","name","full_team","team","year","games_in_season","num_games_missing","num_games_injured","injury_types","earliest_injury","latest_injury","position_id","NFL_draft_year","NFL_draft_round","NFL_draft_rank","height_inches","weight_pounds","birthdate","forty_yd","three_cone","bench","broad_jump","combine_height","combine_weight","shuttle","vertical","game_starter"
"109069","Matt Tennant","New Orleans Saints","nor",2010,NA,NA,NA,NA,NA,NA,"OL",2010,5,158,76,274,"1987-03-19",5.15,7.6,27,98,77,300,4.62,25,0
"109070","Usama Young","New Orleans Saints","nor",2010,17,1,5,"quadriceps quadricep calf",3,11,"DEF",2007,3,66,71,186,"1985-05-08",NA,NA,NA,NA,NA,NA,NA,NA,0
"109071","Trevard Lindley","Philadelphia Eagles","phi",2010,17,0,1,"knee",12,12,"DEF",2010,4,105,71,178,"1986-02-02",4.51,6.81,9,116,71,183,4.27,38.5,0
"109072","Corey Peters","Atlanta Falcons","atl",2010,17,0,3,"knee  back rib",1,11,"DEF",2010,3,83,75,335,"1988-06-08",4.98,7.56,NA,98,75,300,4.76,33,1
"109074","Raheem Brock","Seattle Seahawks","sea",2010,18,0,2,"back",1,9,"DEF",2002,7,238,76,274,"1978-06-10",4.93,7.09,25,115,76,257,4.23,34,0
"109075","Tommie Harris","Chicago Bears","chi",2010,NA,NA,NA,NA,NA,NA,"DEF",2004,1,14,75,295,"1983-04-29",4.78,0,29,0,74,295,0,0,1
"109079","Drew Miller","Los Angeles Rams","ram",2011,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,77,302,"1985-07-06",NA,NA,NA,NA,NA,NA,NA,NA,0
"109191","Tyler Palko","Kansas City Chiefs","kan",2011,NA,NA,NA,NA,NA,NA,"QB",NA,NA,NA,73,215,"1983-08-09",4.83,7.05,0,112,73,215,4.36,31.5,1
"109197","Phillip Tanner","Dallas Cowboys","dal",2011,16,5,5,"hamstring",12,16,"RB",NA,NA,NA,72,213,"1988-08-08",NA,NA,NA,NA,NA,NA,NA,NA,0
"109204","Troy Nolan","Houston Texans","htx",2011,18,4,4,"ankle",15,18,"DEF",2009,7,223,73,206,"1986-09-07",4.58,7.06,12,117,72,206,4.3,31.5,0
"109217","Ahtyba Rubin","Cleveland Browns","cle",2011,NA,NA,NA,NA,NA,NA,"DEF",2008,6,190,74,315,"1986-07-25",5.2,8.05,35,106,75,315,5,28,1
"109218","Usama Young","Cleveland Browns","cle",2011,16,0,5,"hamstring  hip shoulder",1,15,"DEF",2007,3,66,71,186,"1985-05-08",NA,NA,NA,NA,NA,NA,NA,NA,1
"109219","Jake Delhomme","Houston Texans","htx",2011,18,1,1,"calf",13,13,"QB",NA,NA,NA,74,215,"1975-01-10",NA,NA,NA,NA,NA,NA,NA,NA,0
"109220","Ronnie Brown","Philadelphia Eagles","phi",2011,16,0,2,"hamstring",14,15,"RB",2005,1,2,72,223,"1981-12-12",4.43,7.1,18,117,72,233,4.08,34,1
"109224","Bryan Kehl","Los Angeles Rams","ram",2011,16,2,3,"ankle",8,10,"DEF",2008,4,123,74,234,"1984-06-16",4.67,6.88,26,119,74,242,4.23,34,0
"109225","Tommie Harris","Los Angeles Chargers","sdg",2011,NA,NA,NA,NA,NA,NA,"DEF",2004,1,14,75,295,"1983-04-29",4.78,0,29,0,74,295,0,0,0
"109226","Raheem Brock","Seattle Seahawks","sea",2011,16,0,2,"calf",13,14,"DEF",2002,7,238,76,274,"1978-06-10",4.93,7.09,25,115,76,257,4.23,34,0
"109228","Kevin Cone","Atlanta Falcons","atl",2011,NA,NA,NA,NA,NA,NA,"WR",NA,NA,NA,74,207,"1988-03-20",NA,NA,NA,NA,NA,NA,NA,NA,0
"109229","Corey Peters","Atlanta Falcons","atl",2011,17,1,6,"knee back",1,15,"DEF",2010,3,83,75,335,"1988-06-08",4.98,7.56,NA,98,75,300,4.76,33,1
"109230","Matt Tennant","New Orleans Saints","nor",2011,NA,NA,NA,NA,NA,NA,"OL",2010,5,158,76,274,"1987-03-19",5.15,7.6,27,98,77,300,4.62,25,0
"109245","Troy Nolan","Miami Dolphins","mia",2012,NA,NA,NA,NA,NA,NA,"DEF",2009,7,223,73,206,"1986-09-07",4.58,7.06,12,117,72,206,4.3,31.5,0
"109281","Troy Nolan","Houston Texans","htx",2012,NA,NA,NA,NA,NA,NA,"DEF",2009,7,223,73,206,"1986-09-07",4.58,7.06,12,117,72,206,4.3,31.5,0
"109301","Bryan Kehl","Kansas City Chiefs","kan",2012,NA,NA,NA,NA,NA,NA,"DEF",2008,4,123,74,234,"1984-06-16",4.67,6.88,26,119,74,242,4.23,34,0
"109331","Kevin Cone","Atlanta Falcons","atl",2012,18,6,9,"knee groin",6,18,"WR",NA,NA,NA,74,207,"1988-03-20",NA,NA,NA,NA,NA,NA,NA,NA,0
"109334","Phillip Tanner","Dallas Cowboys","dal",2012,16,0,1,"hand",1,1,"RB",NA,NA,NA,72,213,"1988-08-08",NA,NA,NA,NA,NA,NA,NA,NA,0
"109338","Usama Young","Cleveland Browns","cle",2012,16,2,6,"thigh  knee hamstring concussion",1,13,"DEF",2007,3,66,71,186,"1985-05-08",NA,NA,NA,NA,NA,NA,NA,NA,1
"109340","Ahtyba Rubin","Cleveland Browns","cle",2012,16,3,6,"ankle calf calf/back",6,11,"DEF",2008,6,190,74,315,"1986-07-25",5.2,8.05,35,106,75,315,5,28,1
"109341","Matt Tennant","Philadelphia Eagles","phi",2012,NA,NA,NA,NA,NA,NA,"OL",2010,5,158,76,274,"1987-03-19",5.15,7.6,27,98,77,300,4.62,25,0
"109343","Troy Nolan","Chicago Bears","chi",2012,NA,NA,NA,NA,NA,NA,"DEF",2009,7,223,73,206,"1986-09-07",4.58,7.06,12,117,72,206,4.3,31.5,0
"109346","Ronnie Brown","Los Angeles Chargers","sdg",2012,16,1,3,"hamstring",14,16,"RB",2005,1,2,72,223,"1981-12-12",4.43,7.1,18,117,72,233,4.08,34,0
"109347","Bryan Kehl","Washington Football Team","was",2012,NA,NA,NA,NA,NA,NA,"DEF",2008,4,123,74,234,"1984-06-16",4.67,6.88,26,119,74,242,4.23,34,0
"109350","Corey Peters","Atlanta Falcons","atl",2012,18,6,9,"foot  shoulder knee",1,16,"DEF",2010,3,83,75,335,"1988-06-08",4.98,7.56,NA,98,75,300,4.76,33,1
"109351","Peter Konz","Atlanta Falcons","atl",2012,NA,NA,NA,NA,NA,NA,"OL",2012,2,55,77,315,"1989-06-09",5.16,0,18,0,77,314,0,0,1
"109420","Bryan Kehl","Washington Football Team","was",2013,16,11,11,"knee",6,16,"DEF",2008,4,123,74,234,"1984-06-16",4.67,6.88,26,119,74,242,4.23,34,0
"109455","Sam Barrington","Green Bay Packers","gnb",2013,17,9,10,"hip hamstring",5,17,"DEF",2013,7,232,73,246,"1990-10-05",4.91,0,22,117,73,246,0,32.5,0
"109494","Usama Young","Las Vegas Raiders","rai",2013,16,4,4,"neck",13,16,"DEF",2007,3,66,71,186,"1985-05-08",NA,NA,NA,NA,NA,NA,NA,NA,1
"109507","Jake Byrne","Houston Texans","htx",2013,16,1,1,"illness",14,14,"TE",NA,NA,NA,76,260,"1990-01-24",NA,NA,NA,NA,NA,NA,NA,NA,0
"109512","Tyrann Mathieu","Arizona Cardinals","crd",2013,16,3,3,"knee",14,16,"DEF",2013,3,69,69,190,"1992-05-13",4.5,6.87,4,117,69,186,4.14,34,1
"109523","Lance Lewis","Washington Football Team","was",2013,NA,NA,NA,NA,NA,NA,"WR",NA,NA,NA,75,209,"1988-11-01",NA,NA,NA,NA,NA,NA,NA,NA,0
"109534","Terence Garvin","Pittsburgh Steelers","pit",2013,16,1,1,"knee",16,16,"DEF",NA,NA,NA,75,242,"1991-01-01",NA,NA,NA,NA,NA,NA,NA,NA,1
"109538","Corey Peters","Atlanta Falcons","atl",2013,16,1,4,"shoulder knee achilles",7,16,"DEF",2010,3,83,75,335,"1988-06-08",4.98,7.56,NA,98,75,300,4.76,33,1
"109540","Kevin Cone","Atlanta Falcons","atl",2013,NA,NA,NA,NA,NA,NA,"WR",NA,NA,NA,74,207,"1988-03-20",NA,NA,NA,NA,NA,NA,NA,NA,0
"109541","Peter Konz","Atlanta Falcons","atl",2013,16,0,4,"knee ankle",3,16,"OL",2012,2,55,77,315,"1989-06-09",5.16,0,18,0,77,314,0,0,1
"109543","Phillip Tanner","Dallas Cowboys","dal",2013,16,0,2,"head",15,16,"RB",NA,NA,NA,72,213,"1988-08-08",NA,NA,NA,NA,NA,NA,NA,NA,0
"109544","Barkevious Mingo","Cleveland Browns","cle",2013,16,1,2,"lung",1,2,"OL",2013,1,6,77,235,"1990-10-04",4.58,6.84,NA,128,76,241,4.39,37,0
"109545","Ahtyba Rubin","Cleveland Browns","cle",2013,16,2,6,"calf",1,15,"DEF",2008,6,190,74,315,"1986-07-25",5.2,8.05,35,106,75,315,5,28,1
"109551","Brian Folkerts","Carolina Panthers","car",2013,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,76,303,"1990-01-30",NA,NA,NA,NA,NA,NA,NA,NA,0
"109552","Jake Byrne","Los Angeles Chargers","sdg",2013,NA,NA,NA,NA,NA,NA,"TE",NA,NA,NA,76,260,"1990-01-24",NA,NA,NA,NA,NA,NA,NA,NA,0
"109553","Ronnie Brown","Los Angeles Chargers","sdg",2013,18,0,1,"ankle",7,7,"RB",2005,1,2,72,223,"1981-12-12",4.43,7.1,18,117,72,233,4.08,34,0
"109584","Ronnie Brown","Houston Texans","htx",2014,NA,NA,NA,NA,NA,NA,"RB",2005,1,2,72,223,"1981-12-12",4.43,7.1,18,117,72,233,4.08,34,0
"109606","Peter Konz","Atlanta Falcons","atl",2014,16,9,9,"knee",8,16,"OL",2012,2,55,77,315,"1989-06-09",5.16,0,18,0,77,314,0,0,1
"109611","Usama Young","Las Vegas Raiders","rai",2014,16,10,10,"ankle",7,16,"DEF",2007,3,66,71,186,"1985-05-08",NA,NA,NA,NA,NA,NA,NA,NA,1
"109671","Drew Stanton","Arizona Cardinals","crd",2014,17,4,6,"concussion ankle ankle/knee knee",5,17,"QB",2007,2,43,75,226,"1984-05-07",4.75,6.77,NA,108,75,226,4.41,30.5,1
"109674","Kevin McDermott","Baltimore Ravens","rav",2014,18,4,4,"elbow",15,18,"OL",NA,NA,NA,77,240,"1990-01-12",NA,NA,NA,NA,NA,NA,NA,NA,0
"109684","Ahtyba Rubin","Cleveland Browns","cle",2014,16,2,6,"ankle knee back",6,16,"DEF",2008,6,190,74,315,"1986-07-25",5.2,8.05,35,106,75,315,5,28,1
"109689","Corey Peters","Atlanta Falcons","atl",2014,16,1,1,"achilles",1,1,"DEF",2010,3,83,75,335,"1988-06-08",4.98,7.56,NA,98,75,300,4.76,33,0
"109691","Barkevious Mingo","Cleveland Browns","cle",2014,16,1,12,"shoulder",2,13,"OL",2013,1,6,77,235,"1990-10-04",4.58,6.84,NA,128,76,241,4.39,37,1
"109693","Ronnie Brown","Los Angeles Chargers","sdg",2014,NA,NA,NA,NA,NA,NA,"RB",2005,1,2,72,223,"1981-12-12",4.43,7.1,18,117,72,233,4.08,34,0
"109695","Phillip Tanner","San Francisco 49ers","sfo",2014,NA,NA,NA,NA,NA,NA,"RB",NA,NA,NA,72,213,"1988-08-08",NA,NA,NA,NA,NA,NA,NA,NA,0
"109698","Tyrann Mathieu","Arizona Cardinals","crd",2014,17,3,6,"knee  thumb hip/thumb",1,17,"DEF",2013,3,69,69,190,"1992-05-13",4.5,6.87,4,117,69,186,4.14,34,0
"109699","Terence Garvin","Pittsburgh Steelers","pit",2014,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,75,242,"1991-01-01",NA,NA,NA,NA,NA,NA,NA,NA,0
"109700","Brian Folkerts","Carolina Panthers","car",2014,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,76,303,"1990-01-30",NA,NA,NA,NA,NA,NA,NA,NA,0
"109702","Sam Barrington","Green Bay Packers","gnb",2014,18,2,3,"hamstring",5,7,"DEF",2013,7,232,73,246,"1990-10-05",4.91,0,22,117,73,246,0,32.5,1
"109704","Sam Barrington","Green Bay Packers","gnb",2015,18,17,18,"ankle",1,18,"DEF",2013,7,232,73,246,"1990-10-05",4.91,0,22,117,73,246,0,32.5,1
"109754","Brian Folkerts","Los Angeles Rams","ram",2015,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,76,303,"1990-01-30",NA,NA,NA,NA,NA,NA,NA,NA,0
"109771","Tyrann Mathieu","Arizona Cardinals","crd",2015,18,4,5,"heel knee",6,18,"DEF",2013,3,69,69,190,"1992-05-13",4.5,6.87,4,117,69,186,4.14,34,1
"109780","Barkevious Mingo","Cleveland Browns","cle",2015,16,0,2,"knee",1,3,"OL",2013,1,6,77,235,"1990-10-04",4.58,6.84,NA,128,76,241,4.39,37,0
"109782","Drew Stanton","Arizona Cardinals","crd",2015,NA,NA,NA,NA,NA,NA,"QB",2007,2,43,75,226,"1984-05-07",4.75,6.77,NA,108,75,226,4.41,30.5,0
"109786","Ahtyba Rubin","Seattle Seahawks","sea",2015,NA,NA,NA,NA,NA,NA,"DEF",2008,6,190,74,315,"1986-07-25",5.2,8.05,35,106,75,315,5,28,1
"109787","Terence Garvin","Pittsburgh Steelers","pit",2015,18,3,4,"knee",8,11,"DEF",NA,NA,NA,75,242,"1991-01-01",NA,NA,NA,NA,NA,NA,NA,NA,0
"109828","Sam Barrington","Kansas City Chiefs","kan",2016,NA,NA,NA,NA,NA,NA,"DEF",2013,7,232,73,246,"1990-10-05",4.91,0,22,117,73,246,0,32.5,0
"109890","Tyrann Mathieu","Arizona Cardinals","crd",2016,16,6,7,"shoulder shoulder",9,16,"DEF",2013,3,69,69,190,"1992-05-13",4.5,6.87,4,117,69,186,4.14,34,1
"109904","Sam Barrington","New Orleans Saints","nor",2016,16,1,1,"hamstring",2,2,"DEF",2013,7,232,73,246,"1990-10-05",4.91,0,22,117,73,246,0,32.5,0
"109907","Terence Garvin","Washington Football Team","was",2016,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,75,242,"1991-01-01",NA,NA,NA,NA,NA,NA,NA,NA,0
"109908","Corey Peters","Arizona Cardinals","crd",2016,16,1,2,"foot",10,11,"DEF",2010,3,83,75,335,"1988-06-08",4.98,7.56,NA,98,75,300,4.76,33,1
"109909","Drew Stanton","Arizona Cardinals","crd",2016,NA,NA,NA,NA,NA,NA,"QB",2007,2,43,75,226,"1984-05-07",4.75,6.77,NA,108,75,226,4.41,30.5,0
"109910","JaCorey Shepherd","San Francisco 49ers","sfo",2016,NA,NA,NA,NA,NA,NA,"DEF",2015,6,191,71,199,"1993-03-29",4.62,0,14,0,71,199,0,0,0
"109913","Anthony Steen","Miami Dolphins","mia",2016,17,1,7,"ankle neck foot",4,14,"OL",NA,NA,NA,75,314,"1990-05-09",5.33,0,0,0,75,314,0,0,0
"109915","Ahtyba Rubin","Seattle Seahawks","sea",2016,NA,NA,NA,NA,NA,NA,"DEF",2008,6,190,74,315,"1986-07-25",5.2,8.05,35,106,75,315,5,28,1
"109919","Austin Hooper","Atlanta Falcons","atl",2016,19,2,2,"knee",15,16,"TE",2016,3,81,76,255,"1994-10-29",4.72,7,19,117,76,254,4.32,33,0
"109920","Barkevious Mingo","New England Patriots","nwe",2016,NA,NA,NA,NA,NA,NA,"OL",2013,1,6,77,235,"1990-10-04",4.58,6.84,NA,128,76,241,4.39,37,0
"109948","Younghoe Koo","Los Angeles Chargers","sdg",2017,NA,NA,NA,NA,NA,NA,"K",NA,NA,NA,69,185,"1994-08-03",NA,NA,NA,NA,NA,NA,NA,NA,0
"109964","Ahtyba Rubin","Denver Broncos","den",2017,NA,NA,NA,NA,NA,NA,"DEF",2008,6,190,74,315,"1986-07-25",5.2,8.05,35,106,75,315,5,28,0
"109972","Anthony Steen","Miami Dolphins","mia",2017,16,10,10,"foot",7,16,"OL",NA,NA,NA,75,314,"1990-05-09",5.33,0,0,0,75,314,0,0,1
"109999","Curtis Samuel","Carolina Panthers","car",2017,17,8,8,"back ankle",4,17,"WR",2017,2,40,71,195,"1996-08-11",4.31,7.09,18,119,71,196,4.33,37,1
"110027","LaTroy Lewis","Houston Texans","htx",2017,16,2,2,"shoulder",15,16,"DEF",NA,NA,NA,75,255,"1993-11-09",NA,NA,NA,NA,NA,NA,NA,NA,0
"110043","Barkevious Mingo","Indianapolis Colts","clt",2017,NA,NA,NA,NA,NA,NA,"OL",2013,1,6,77,235,"1990-10-04",4.58,6.84,NA,128,76,241,4.39,37,0
"110045","Brendan Langley","Denver Broncos","den",2017,16,2,2,"knee",2,3,"DEF",2017,3,101,72,199,"1994-10-16",NA,NA,NA,NA,NA,NA,NA,NA,0
"110046","Terence Garvin","Seattle Seahawks","sea",2017,16,1,2,"shoulder",2,3,"DEF",NA,NA,NA,75,242,"1991-01-01",NA,NA,NA,NA,NA,NA,NA,NA,0
"110047","Tyrann Mathieu","Arizona Cardinals","crd",2017,NA,NA,NA,NA,NA,NA,"DEF",2013,3,69,69,190,"1992-05-13",4.5,6.87,4,117,69,186,4.14,34,1
"110048","Corey Peters","Arizona Cardinals","crd",2017,16,4,6,"knee ankle",6,14,"DEF",2010,3,83,75,335,"1988-06-08",4.98,7.56,NA,98,75,300,4.76,33,1
"110049","Drew Stanton","Arizona Cardinals","crd",2017,16,2,2,"knee",10,11,"QB",2007,2,43,75,226,"1984-05-07",4.75,6.77,NA,108,75,226,4.41,30.5,1
"110052","Ahtyba Rubin","Atlanta Falcons","atl",2017,NA,NA,NA,NA,NA,NA,"DEF",2008,6,190,74,315,"1986-07-25",5.2,8.05,35,106,75,315,5,28,0
"110053","Austin Hooper","Atlanta Falcons","atl",2017,NA,NA,NA,NA,NA,NA,"TE",2016,3,81,76,255,"1994-10-29",4.72,7,19,117,76,254,4.32,33,1
"110055","Shelton Gibson","Philadelphia Eagles","phi",2017,NA,NA,NA,NA,NA,NA,"WR",2017,5,166,71,191,"1995-03-20",4.5,6.83,8,118,71,191,4.2,32,0
"110064","Terence Garvin","San Francisco 49ers","sfo",2018,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,75,242,"1991-01-01",NA,NA,NA,NA,NA,NA,NA,NA,0
"110147","Austin Hooper","Atlanta Falcons","atl",2018,NA,NA,NA,NA,NA,NA,"TE",2016,3,81,76,255,"1994-10-29",4.72,7,19,117,76,254,4.32,33,1
"110149","Curtis Samuel","Carolina Panthers","car",2018,16,3,3,"medicalillness",1,3,"WR",2017,2,40,71,195,"1996-08-11",4.31,7.09,18,119,71,196,4.33,37,1
"110151","Corey Peters","Arizona Cardinals","crd",2018,16,1,5,"elbow ankle heel",4,11,"DEF",2010,3,83,75,335,"1988-06-08",4.98,7.56,NA,98,75,300,4.76,33,1
"110152","Brendan Langley","Denver Broncos","den",2018,16,1,1,"concussion",15,15,"DEF",2017,3,101,72,199,"1994-10-16",NA,NA,NA,NA,NA,NA,NA,NA,0
"110153","Tyrann Mathieu","Houston Texans","htx",2018,NA,NA,NA,NA,NA,NA,"DEF",2013,3,69,69,190,"1992-05-13",4.5,6.87,4,117,69,186,4.14,34,1
"110154","Barkevious Mingo","Seattle Seahawks","sea",2018,NA,NA,NA,NA,NA,NA,"OL",2013,1,6,77,235,"1990-10-04",4.58,6.84,NA,128,76,241,4.39,37,1
"110156","Shelton Gibson","Philadelphia Eagles","phi",2018,18,0,3,"knee wrist hamstring",2,18,"WR",2017,5,166,71,191,"1995-03-20",4.5,6.83,8,118,71,191,4.2,32,0
"110188","Mike Schneck","Atlanta Falcons","atl",2009,16,1,3,"knee  back ribs",1,8,"OL",NA,NA,NA,73,234,"1977-08-04",NA,NA,NA,NA,NA,NA,NA,NA,0
"110197","O.J. Atogwe","Los Angeles Rams","ram",2009,16,4,4,"shoulder",13,16,"DEF",2005,3,66,71,205,"1981-06-23",4.52,0,22,0,71,219,0,0,1
"110205","Kenny McKinley","Denver Broncos","den",2009,16,1,2,"illness knee",4,16,"WR",2009,5,141,71,182,"1987-01-31",4.37,6.96,0,113,72,189,4.1,37,0
"110206","Michael Bush","Las Vegas Raiders","rai",2009,NA,NA,NA,NA,NA,NA,"RB",2007,4,100,74,243,"1984-06-16",4.62,0,0,0,73,243,0,0,0
"110209","Lance Moore","New Orleans Saints","nor",2009,19,9,13,"hamstring ankle ankle/hamstring",3,19,"WR",NA,NA,NA,69,187,"1983-08-31",4.52,0,0,0,69,177,0,0,0
"110274","Carlton Mitchell","Cleveland Browns","cle",2010,16,1,1,"head",3,3,"WR",2010,6,177,76,212,"1988-04-06",4.46,6.96,16,122,75,215,4.55,36,0
"110289","Arthur Moats","Buffalo Bills","buf",2010,16,1,2,"arm elbow",5,6,"DEF",2010,6,178,72,246,"1988-03-14",4.64,7.22,24,122,72,246,4.37,36.5,1
"110290","Michael Bush","Las Vegas Raiders","rai",2010,16,2,4,"thumb",1,4,"RB",2007,4,100,74,243,"1984-06-16",4.62,0,0,0,73,243,0,0,1
"110292","Tramaine Brock","San Francisco 49ers","sfo",2010,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,72,188,"1988-08-20",NA,NA,NA,NA,NA,NA,NA,NA,0
"110293","O.J. Atogwe","Los Angeles Rams","ram",2010,16,0,2,"thigh shoulder",4,13,"DEF",2005,3,66,71,205,"1981-06-23",4.52,0,22,0,71,219,0,0,1
"110294","Sam Bradford","Los Angeles Rams","ram",2010,NA,NA,NA,NA,NA,NA,"QB",2010,1,1,76,224,"1987-11-08",4.79,0,0,0,76,236,0,0,1
"110295","Lance Moore","New Orleans Saints","nor",2010,NA,NA,NA,NA,NA,NA,"WR",NA,NA,NA,69,187,"1983-08-31",4.52,0,0,0,69,177,0,0,0
"110383","Sam Bradford","Los Angeles Rams","ram",2011,16,6,11,"hand/finger toe ankle",2,16,"QB",2010,1,1,76,224,"1987-11-08",4.79,0,0,0,76,236,0,0,1
"110395","Lance Moore","New Orleans Saints","nor",2011,18,4,7,"groin  hamstring",1,18,"WR",NA,NA,NA,69,187,"1983-08-31",4.52,0,0,0,69,177,0,0,1
"110396","Arthur Moats","Buffalo Bills","buf",2011,16,2,2,"calf",1,2,"DEF",2010,6,178,72,246,"1988-03-14",4.64,7.22,24,122,72,246,4.37,36.5,0
"110397","Carlton Mitchell","Cleveland Browns","cle",2011,16,3,4,"finger",1,5,"WR",2010,6,177,76,212,"1988-04-06",4.46,6.96,16,122,75,215,4.55,36,0
"110399","O.J. Atogwe","Washington Football Team","was",2011,16,3,7,"hamstring  toe knee toe/knee",1,10,"DEF",2005,3,66,71,205,"1981-06-23",4.52,0,22,0,71,219,0,0,0
"110401","Michael Bush","Las Vegas Raiders","rai",2011,16,0,2,"ankle shoulder",5,15,"RB",2007,4,100,74,243,"1984-06-16",4.62,0,0,0,73,243,0,0,1
"110405","Tramaine Brock","San Francisco 49ers","sfo",2011,18,3,5,"hand",3,8,"DEF",NA,NA,NA,72,188,"1988-08-20",NA,NA,NA,NA,NA,NA,NA,NA,0
"110407","Greg Jones","New York Giants","nyg",2011,NA,NA,NA,NA,NA,NA,"DEF",2011,6,185,72,240,"1988-10-05",4.75,7.27,21,117,72,242,4.27,31.5,0
"110482","Michael Bush","Chicago Bears","chi",2012,16,3,4,"ribs",13,16,"RB",2007,4,100,74,243,"1984-06-16",4.62,0,0,0,73,243,0,0,0
"110494","Arthur Moats","Buffalo Bills","buf",2012,16,2,2,"ankle",15,16,"DEF",2010,6,178,72,246,"1988-03-14",4.64,7.22,24,122,72,246,4.37,36.5,0
"110503","Hall Davis","Cleveland Browns","cle",2012,NA,NA,NA,NA,NA,NA,"DEF",2010,5,149,78,262,"1987-03-02",4.84,0,28,0,76,271,0,0,0
"110504","Marvin McNutt","Philadelphia Eagles","phi",2012,NA,NA,NA,NA,NA,NA,"WR",2012,6,194,76,216,"1989-07-04",4.48,7.15,0,122,75,216,4.07,37,0
"110506","Lance Moore","New Orleans Saints","nor",2012,16,1,3,"hamstring head",5,12,"WR",NA,NA,NA,69,187,"1983-08-31",4.52,0,0,0,69,177,0,0,1
"110508","Sam Bradford","Los Angeles Rams","ram",2012,16,0,1,"knee",6,6,"QB",2010,1,1,76,224,"1987-11-08",4.79,0,0,0,76,236,0,0,1
"110511","Josh Harris","Atlanta Falcons","atl",2012,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,73,224,"1989-04-27",4.82,NA,15,NA,73,252,NA,NA,0
"110513","Tramaine Brock","San Francisco 49ers","sfo",2012,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,72,188,"1988-08-20",NA,NA,NA,NA,NA,NA,NA,NA,0
"110547","Sam Bradford","Los Angeles Rams","ram",2013,16,9,9,"knee",8,16,"QB",2010,1,1,76,224,"1987-11-08",4.79,0,0,0,76,236,0,0,1
"110592","Josh Harris","Atlanta Falcons","atl",2013,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,73,224,"1989-04-27",4.82,NA,15,NA,73,252,NA,NA,0
"110593","Marvin McNutt","Carolina Panthers","car",2013,17,1,1,"ankle",8,8,"WR",2012,6,194,76,216,"1989-07-04",4.48,7.15,0,122,75,216,4.07,37,0
"110594","Michael Bush","Chicago Bears","chi",2013,NA,NA,NA,NA,NA,NA,"RB",2007,4,100,74,243,"1984-06-16",4.62,0,0,0,73,243,0,0,0
"110595","Arthur Moats","Buffalo Bills","buf",2013,NA,NA,NA,NA,NA,NA,"DEF",2010,6,178,72,246,"1988-03-14",4.64,7.22,24,122,72,246,4.37,36.5,0
"110601","Lance Moore","New Orleans Saints","nor",2013,18,3,4,"hand",4,7,"WR",NA,NA,NA,69,187,"1983-08-31",4.52,0,0,0,69,177,0,0,0
"110604","Kevin McDermott","San Francisco 49ers","sfo",2013,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,77,240,"1990-01-12",NA,NA,NA,NA,NA,NA,NA,NA,0
"110605","Tramaine Brock","San Francisco 49ers","sfo",2013,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,72,188,"1988-08-20",NA,NA,NA,NA,NA,NA,NA,NA,1
"110640","Tramaine Brock","San Francisco 49ers","sfo",2014,16,13,16,"toe hamstring",1,16,"DEF",NA,NA,NA,72,188,"1988-08-20",NA,NA,NA,NA,NA,NA,NA,NA,0
"110670","Josh Harris","Atlanta Falcons","atl",2014,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,73,224,"1989-04-27",4.82,NA,15,NA,73,252,NA,NA,0
"110671","Lance Moore","Pittsburgh Steelers","pit",2014,17,2,3,"groin",1,3,"WR",NA,NA,NA,69,187,"1983-08-31",4.52,0,0,0,69,177,0,0,0
"110675","Arthur Moats","Pittsburgh Steelers","pit",2014,NA,NA,NA,NA,NA,NA,"DEF",2010,6,178,72,246,"1988-03-14",4.64,7.22,24,122,72,246,4.37,36.5,0
"110676","Josh Harris","Pittsburgh Steelers","pit",2014,NA,NA,NA,NA,NA,NA,"RB",NA,NA,NA,72,200,"1991-01-22",NA,NA,NA,NA,NA,NA,NA,NA,0
"110677","Jonotthan Harrison","Indianapolis Colts","clt",2014,19,1,4,"hand  illness neck concussion",1,18,"OL",NA,NA,NA,76,300,"1991-08-25",5.15,7.97,27,113,75,304,4.86,27,0
"110808","Nick Marshall","Jacksonville Jaguars","jax",2015,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,74,205,"1992-06-30",4.54,6.96,12,124,73,207,4.15,37.5,1
"110809","Jonotthan Harrison","Indianapolis Colts","clt",2015,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,76,300,"1991-08-25",5.15,7.97,27,113,75,304,4.86,27,1
"110811","Sam Bradford","Philadelphia Eagles","phi",2015,16,2,6,"concussion leftshoulder",10,15,"QB",2010,1,1,76,224,"1987-11-08",4.79,0,0,0,76,236,0,0,1
